"id","course_no","question_no","similarity","created_at"
248,324532,366,0.7037614473153585,2026-09-14 11:58:53.318
249,327598,369,0.7058117527940179,2026-09-14 11:58:53.318
250,330831,369,0.6775216742230409,2026-09-14 11:58:53.318
251,330374,369,0.6735148833996015,2026-09-14 11:58:53.318
252,326838,370,0.6858047364272162,2026-09-14 11:58:53.318
253,332930,377,0.699161399087016,2026-09-14 11:58:53.318
254,332891,377,0.6877368678458374,2026-09-14 11:58:53.318
255,318520,377,0.6868669823799797,2026-09-14 11:58:53.318
256,327872,379,0.750238012040135,2026-09-14 11:58:53.318
257,152163,379,0.7363219032408168,2026-09-14 11:58:53.318
258,327862,379,0.7342336772718194,2026-09-14 11:58:53.318
259,326505,380,0.682643428148453,2026-09-14 11:58:53.318
260,329554,380,0.6729159260971519,2026-09-14 11:58:53.318
261,324217,383,0.7209016365354267,2026-09-14 11:58:53.318
262,330947,383,0.7095299539577778,2026-09-14 11:58:53.318
263,330479,383,0.6703186827375754,2026-09-14 11:58:53.318
264,330048,402,0.7074233064833981,2026-09-14 11:58:53.318
265,330367,402,0.6839154215460311,2026-09-14 11:58:53.318
266,174004,403,0.6828826882590451,2026-09-14 11:58:53.318
267,329492,404,0.7330237108788306,2026-09-14 11:58:53.318
268,327819,404,0.7239267583765879,2026-09-14 11:58:53.318
269,326035,404,0.7206236907483263,2026-09-14 11:58:53.318
270,333419,406,0.6745141965017589,2026-09-14 11:58:53.318
271,330947,407,0.6727929907904087,2026-09-14 11:58:53.318
272,329551,412,0.6747244833569211,2026-09-14 11:58:53.318
273,324131,415,0.712817135306574,2026-09-14 11:58:53.318
274,329492,415,0.7052617745788119,2026-09-14 11:58:53.318
275,327819,415,0.702394750078828,2026-09-14 11:58:53.318
276,174004,417,0.6918379585871448,2026-09-14 11:58:53.318
277,324139,417,0.6889807684288242,2026-09-14 11:58:53.318
278,327162,417,0.6888340878444859,2026-09-14 11:58:53.318
279,332901,418,0.6864818626851416,2026-09-14 11:58:53.318
280,40565,418,0.6837722656097526,2026-09-14 11:58:53.318
281,329551,419,0.7031708805978586,2026-09-14 11:58:53.318
